investor_id,sip_count,gap_days,status
INV002666,7,53.166666666666664,AT_RISK
INV002671,7,77.16666666666667,AT_RISK
INV002673,8,65.0,AT_RISK
INV002674,6,75.8,AT_RISK
INV002675,8,63.857142857142854,AT_RISK
INV002681,7,83.66666666666667,AT_RISK
INV002684,6,80.6,AT_RISK
INV002688,9,37.0,AT_RISK
INV002689,8,50.0,AT_RISK
INV002693,7,45.833333333333336,AT_RISK
INV002697,7,55.333333333333336,AT_RISK
INV002700,7,79.83333333333333,AT_RISK
INV002704,8,59.142857142857146,AT_RISK
INV002705,8,22.571428571428573,HEALTHY
INV002706,6,73.6,AT_RISK
INV002711,8,65.57142857142857,AT_RISK
INV002712,11,46.8,AT_RISK
INV002722,6,61.4,AT_RISK
INV002723,9,37.75,AT_RISK
INV002724,6,76.6,AT_RISK
INV002726,8,45.57142857142857,AT_RISK
INV002732,8,70.71428571428571,AT_RISK
INV002733,8,51.57142857142857,AT_RISK
INV002735,7,68.16666666666667,AT_RISK
INV002736,6,70.6,AT_RISK
INV002737,8,58.42857142857143,AT_RISK
INV002743,6,88.2,AT_RISK
INV002744,10,52.888888888888886,AT_RISK
INV002746,8,68.0,AT_RISK
INV002750,6,72.4,AT_RISK
INV002751,7,41.5,AT_RISK
INV002758,6,81.0,AT_RISK
INV002761,6,80.6,AT_RISK
INV002766,6,70.6,AT_RISK
INV002767,7,55.333333333333336,AT_RISK
INV002769,7,82.0,AT_RISK
INV002772,7,74.5,AT_RISK
INV002779,6,64.2,AT_RISK
INV002783,7,64.0,AT_RISK
INV002786,7,76.33333333333333,AT_RISK
INV002793,7,59.333333333333336,AT_RISK
INV002794,7,56.166666666666664,AT_RISK
INV002799,6,70.8,AT_RISK
INV002800,7,63.5,AT_RISK
INV002803,7,64.83333333333333,AT_RISK
INV002804,8,59.857142857142854,AT_RISK
INV002808,7,59.666666666666664,AT_RISK
INV002809,6,81.4,AT_RISK
INV002810,8,32.285714285714285,HEALTHY
INV002813,7,49.0,AT_RISK
INV002822,7,53.0,AT_RISK
INV002824,7,71.83333333333333,AT_RISK
INV002826,6,61.6,AT_RISK
INV002827,6,73.6,AT_RISK
INV002828,6,80.0,AT_RISK
INV002831,6,40.2,AT_RISK
INV002835,7,82.33333333333333,AT_RISK
INV002838,8,56.714285714285715,AT_RISK
INV002841,6,43.4,AT_RISK
INV002843,8,43.142857142857146,AT_RISK
INV002847,10,52.666666666666664,AT_RISK
INV002850,7,53.166666666666664,AT_RISK
INV002852,6,75.8,AT_RISK
INV002859,7,76.5,AT_RISK
INV002863,6,74.4,AT_RISK
INV002865,6,37.2,AT_RISK
INV002870,6,48.2,AT_RISK
INV002872,6,85.6,AT_RISK
INV002873,6,98.2,AT_RISK
INV002879,7,72.16666666666667,AT_RISK
INV002881,6,43.6,AT_RISK
INV002883,6,96.0,AT_RISK
INV002886,7,44.333333333333336,AT_RISK
INV002891,8,72.71428571428571,AT_RISK
INV002893,9,50.0,AT_RISK
INV002900,6,64.2,AT_RISK
INV002903,6,89.6,AT_RISK
INV002904,7,49.333333333333336,AT_RISK
INV002905,6,73.0,AT_RISK
INV002906,6,41.2,AT_RISK
INV002909,7,82.33333333333333,AT_RISK
INV002912,6,97.0,AT_RISK
INV002913,7,73.66666666666667,AT_RISK
INV002915,8,49.285714285714285,AT_RISK
INV002921,7,53.333333333333336,AT_RISK
INV002927,8,40.285714285714285,AT_RISK
INV002935,7,48.0,AT_RISK
INV002937,7,67.16666666666667,AT_RISK
INV002939,7,60.5,AT_RISK
INV002942,9,55.5,AT_RISK
INV002945,8,65.0,AT_RISK
INV002947,7,64.16666666666667,AT_RISK
INV002950,8,45.857142857142854,AT_RISK
INV002951,7,51.833333333333336,AT_RISK
INV002961,7,84.66666666666667,AT_RISK
INV002974,7,51.333333333333336,AT_RISK
INV002984,6,91.0,AT_RISK
INV002989,6,86.6,AT_RISK
INV002994,7,58.166666666666664,AT_RISK
INV003000,7,67.0,AT_RISK
INV003003,9,58.25,AT_RISK
INV003005,8,53.142857142857146,AT_RISK
INV003007,9,48.25,AT_RISK
INV003009,9,38.125,AT_RISK
INV003011,7,64.16666666666667,AT_RISK
INV003014,6,82.4,AT_RISK
INV003015,7,54.666666666666664,AT_RISK
INV003018,6,49.2,AT_RISK
INV003022,6,69.6,AT_RISK
INV003024,6,44.2,AT_RISK
INV003025,8,35.285714285714285,AT_RISK
INV003028,6,91.4,AT_RISK
INV003034,6,73.4,AT_RISK
INV003036,8,57.714285714285715,AT_RISK
INV003037,7,79.5,AT_RISK
INV003040,6,74.0,AT_RISK
INV003043,7,73.83333333333333,AT_RISK
INV003044,7,71.16666666666667,AT_RISK
INV003045,6,36.2,AT_RISK
INV003047,8,70.14285714285714,AT_RISK
INV003054,7,78.66666666666667,AT_RISK
INV003060,7,79.0,AT_RISK
INV003063,7,57.833333333333336,AT_RISK
INV003070,9,54.5,AT_RISK
INV003074,6,74.8,AT_RISK
INV003075,8,57.42857142857143,AT_RISK
INV003078,7,69.16666666666667,AT_RISK
INV003082,8,46.42857142857143,AT_RISK
INV003083,6,66.4,AT_RISK
INV003089,6,65.0,AT_RISK
INV003091,9,50.875,AT_RISK
INV003095,6,86.6,AT_RISK
INV003097,8,62.714285714285715,AT_RISK
INV003105,7,65.5,AT_RISK
INV003112,6,91.6,AT_RISK
INV003113,8,66.85714285714286,AT_RISK
INV003115,6,48.0,AT_RISK
INV003117,8,66.57142857142857,AT_RISK
INV003134,7,76.83333333333333,AT_RISK
INV003139,7,55.166666666666664,AT_RISK
INV003140,8,57.0,AT_RISK
INV003141,7,67.5,AT_RISK
INV003144,7,82.5,AT_RISK
INV003146,9,59.5,AT_RISK
INV003151,6,81.0,AT_RISK
INV003153,7,40.666666666666664,AT_RISK
INV003158,9,55.625,AT_RISK
INV003161,6,77.4,AT_RISK
INV003169,6,62.6,AT_RISK
INV003178,6,56.4,AT_RISK
INV003179,9,56.25,AT_RISK
INV003185,6,65.2,AT_RISK
INV003187,9,58.25,AT_RISK
INV003189,9,55.125,AT_RISK
INV003191,6,76.8,AT_RISK
INV003193,6,96.6,AT_RISK
INV003196,7,80.33333333333333,AT_RISK
INV003205,7,67.66666666666667,AT_RISK
INV003210,6,72.2,AT_RISK
INV003211,7,69.0,AT_RISK
INV003214,6,59.8,AT_RISK
INV003215,7,60.833333333333336,AT_RISK
INV003219,6,57.2,AT_RISK
INV003221,7,61.166666666666664,AT_RISK
INV003222,7,81.5,AT_RISK
INV003223,8,67.71428571428571,AT_RISK
INV003228,7,70.16666666666667,AT_RISK
INV003230,7,67.5,AT_RISK
INV003231,7,83.0,AT_RISK
INV003234,6,96.6,AT_RISK
INV003236,9,51.125,AT_RISK
INV003242,7,61.0,AT_RISK
INV003247,6,84.6,AT_RISK
INV003252,6,67.6,AT_RISK
INV003256,7,51.0,AT_RISK
INV003257,6,61.8,AT_RISK
INV003260,6,89.4,AT_RISK
INV003262,6,85.2,AT_RISK
INV003267,6,74.4,AT_RISK
INV003271,7,61.166666666666664,AT_RISK
INV003273,8,60.142857142857146,AT_RISK
INV003277,8,53.714285714285715,AT_RISK
INV003279,9,63.375,AT_RISK
INV003289,7,64.83333333333333,AT_RISK
INV003300,6,64.8,AT_RISK
INV003301,9,59.375,AT_RISK
INV003304,10,44.22222222222222,AT_RISK
INV003308,9,56.75,AT_RISK
INV003310,6,80.8,AT_RISK
INV003311,9,48.0,AT_RISK
INV003314,7,73.5,AT_RISK
INV003317,8,44.142857142857146,AT_RISK
INV003320,8,45.285714285714285,AT_RISK
INV003325,6,101.0,AT_RISK
INV003329,6,89.0,AT_RISK
INV003336,7,72.33333333333333,AT_RISK
INV003338,9,37.5,AT_RISK
INV003344,6,86.6,AT_RISK
INV003350,6,92.4,AT_RISK
INV003351,6,54.0,AT_RISK
INV003352,8,68.14285714285714,AT_RISK
INV003357,6,62.4,AT_RISK
INV003360,8,59.42857142857143,AT_RISK
INV003370,7,63.333333333333336,AT_RISK
INV003372,6,59.4,AT_RISK
INV003374,7,56.5,AT_RISK
INV003375,8,52.714285714285715,AT_RISK
INV003376,6,85.8,AT_RISK
INV003379,7,75.16666666666667,AT_RISK
INV003380,6,72.4,AT_RISK
INV003382,6,34.2,HEALTHY
INV003391,6,56.6,AT_RISK
INV003393,8,63.714285714285715,AT_RISK
INV003395,6,79.0,AT_RISK
INV003398,8,55.42857142857143,AT_RISK
INV003403,6,56.6,AT_RISK
INV003404,8,50.285714285714285,AT_RISK
INV003405,8,41.0,AT_RISK
INV003406,8,59.0,AT_RISK
INV003407,8,57.42857142857143,AT_RISK
INV003422,7,84.66666666666667,AT_RISK
INV003424,7,73.16666666666667,AT_RISK
INV003427,6,84.2,AT_RISK
INV003430,6,73.4,AT_RISK
INV003431,6,51.4,AT_RISK
INV003432,7,61.333333333333336,AT_RISK
INV003435,7,73.83333333333333,AT_RISK
INV003437,6,91.2,AT_RISK
INV003448,7,74.5,AT_RISK
INV003450,10,47.666666666666664,AT_RISK
INV003455,7,35.5,AT_RISK
INV003457,7,60.5,AT_RISK
INV003458,8,67.85714285714286,AT_RISK
INV003459,6,59.4,AT_RISK
INV003473,6,95.8,AT_RISK
INV003475,9,56.0,AT_RISK
INV003478,9,56.625,AT_RISK
INV003479,8,65.71428571428571,AT_RISK
INV003480,6,82.4,AT_RISK
INV003484,6,73.8,AT_RISK
INV003487,6,70.6,AT_RISK
INV003491,9,59.125,AT_RISK
INV003492,6,90.8,AT_RISK
INV003495,10,49.22222222222222,AT_RISK
INV003506,7,67.0,AT_RISK
INV003509,9,60.875,AT_RISK
INV003511,8,65.57142857142857,AT_RISK
INV003514,6,74.2,AT_RISK
INV003518,6,67.8,AT_RISK
INV003521,6,89.0,AT_RISK
INV003524,7,64.16666666666667,AT_RISK
INV003526,6,88.2,AT_RISK
INV003528,9,58.625,AT_RISK
INV003530,6,51.0,AT_RISK
INV003531,6,76.4,AT_RISK
INV003534,8,52.714285714285715,AT_RISK
INV003545,6,90.0,AT_RISK
INV003556,6,77.6,AT_RISK
INV003557,6,66.4,AT_RISK
INV003558,7,39.166666666666664,AT_RISK
INV003559,10,48.333333333333336,AT_RISK
INV003562,7,80.5,AT_RISK
INV003564,8,71.0,AT_RISK
INV003580,7,72.16666666666667,AT_RISK
INV003581,8,51.285714285714285,AT_RISK
INV003582,7,49.333333333333336,AT_RISK
INV003586,8,54.285714285714285,AT_RISK
INV003592,6,75.6,AT_RISK
INV003593,6,78.2,AT_RISK
INV003598,8,68.0,AT_RISK
INV003599,6,50.0,AT_RISK
INV003601,9,45.25,AT_RISK
INV003604,6,90.2,AT_RISK
INV003607,6,70.4,AT_RISK
INV003611,7,68.83333333333333,AT_RISK
INV003613,8,67.42857142857143,AT_RISK
INV003619,6,72.0,AT_RISK
INV003625,6,62.4,AT_RISK
INV003627,7,59.166666666666664,AT_RISK
INV003630,7,52.0,AT_RISK
INV003633,6,78.8,AT_RISK
INV003634,6,47.8,AT_RISK
INV003635,10,47.111111111111114,AT_RISK
INV003641,8,67.0,AT_RISK
INV003642,7,53.166666666666664,AT_RISK
INV003645,6,95.2,AT_RISK
INV003649,6,96.8,AT_RISK
INV003650,11,33.9,HEALTHY
INV003654,7,60.5,AT_RISK
INV003655,10,49.77777777777778,AT_RISK
INV003658,8,70.71428571428571,AT_RISK
INV003660,6,79.0,AT_RISK
INV003669,7,53.5,AT_RISK
INV003670,8,70.85714285714286,AT_RISK
INV003672,6,77.2,AT_RISK
INV003673,8,68.85714285714286,AT_RISK
INV003678,6,32.8,HEALTHY
INV003681,9,51.0,AT_RISK
INV003683,6,92.4,AT_RISK
INV003684,6,98.2,AT_RISK
INV003685,6,80.2,AT_RISK
INV003686,6,96.6,AT_RISK
INV003693,7,71.33333333333333,AT_RISK
INV003695,7,51.666666666666664,AT_RISK
INV003696,6,75.8,AT_RISK
INV003697,7,76.66666666666667,AT_RISK
INV003702,7,72.66666666666667,AT_RISK
INV003705,6,78.8,AT_RISK
INV003707,6,68.6,AT_RISK
INV003708,7,60.5,AT_RISK
INV003709,6,80.2,AT_RISK
INV003710,6,78.6,AT_RISK
INV003711,6,72.2,AT_RISK
INV003712,6,79.6,AT_RISK
INV003713,7,81.5,AT_RISK
INV003718,6,91.4,AT_RISK
INV003720,6,74.6,AT_RISK
INV003722,7,50.666666666666664,AT_RISK
INV003723,6,61.8,AT_RISK
INV003724,7,68.0,AT_RISK
INV003733,6,88.8,AT_RISK
INV003734,8,59.0,AT_RISK
INV003735,8,45.857142857142854,AT_RISK
INV003736,7,77.16666666666667,AT_RISK
INV003738,6,50.6,AT_RISK
INV003740,7,51.833333333333336,AT_RISK
INV003741,7,67.66666666666667,AT_RISK
INV003744,6,86.8,AT_RISK
INV003745,6,70.2,AT_RISK
INV003748,8,56.142857142857146,AT_RISK
INV003757,7,81.83333333333333,AT_RISK
INV003761,8,51.857142857142854,AT_RISK
INV003766,8,65.28571428571429,AT_RISK
INV003767,9,47.5,AT_RISK
INV003771,10,50.77777777777778,AT_RISK
INV003772,9,34.5,HEALTHY
INV003775,6,74.0,AT_RISK
INV003779,6,76.4,AT_RISK
INV003780,8,57.42857142857143,AT_RISK
INV003781,7,64.83333333333333,AT_RISK
INV003785,6,74.2,AT_RISK
INV003787,9,63.25,AT_RISK
INV003793,7,72.33333333333333,AT_RISK
INV003795,7,67.66666666666667,AT_RISK
INV003811,7,78.66666666666667,AT_RISK
INV003812,7,50.833333333333336,AT_RISK
INV003813,6,82.2,AT_RISK
INV003815,7,72.5,AT_RISK
INV003824,7,71.5,AT_RISK
INV003825,6,81.2,AT_RISK
INV003828,7,30.666666666666668,HEALTHY
INV003829,10,48.55555555555556,AT_RISK
INV003830,6,71.4,AT_RISK
INV003844,7,68.5,AT_RISK
INV003847,8,50.0,AT_RISK
INV003849,6,77.2,AT_RISK
INV003851,7,57.833333333333336,AT_RISK
INV003860,6,46.0,AT_RISK
INV003862,7,60.166666666666664,AT_RISK
INV003865,7,85.16666666666667,AT_RISK
INV003868,6,87.6,AT_RISK
INV003872,9,45.375,AT_RISK
INV003876,6,77.6,AT_RISK
INV003880,8,68.57142857142857,AT_RISK
INV003885,6,71.6,AT_RISK
INV003892,10,55.22222222222222,AT_RISK
INV003896,6,82.0,AT_RISK
INV003897,6,71.6,AT_RISK
INV003903,8,50.285714285714285,AT_RISK
INV003905,7,62.5,AT_RISK
INV003906,10,55.111111111111114,AT_RISK
INV003912,6,68.6,AT_RISK
INV003913,8,61.42857142857143,AT_RISK
INV003916,6,67.2,AT_RISK
INV003920,8,66.85714285714286,AT_RISK
INV003936,6,89.6,AT_RISK
INV003938,7,52.5,AT_RISK
INV003940,7,70.66666666666667,AT_RISK
INV003943,9,42.5,AT_RISK
INV003945,7,56.333333333333336,AT_RISK
INV003946,7,69.16666666666667,AT_RISK
INV003948,7,43.666666666666664,AT_RISK
INV003952,7,54.666666666666664,AT_RISK
INV003958,6,85.6,AT_RISK
INV003962,8,68.71428571428571,AT_RISK
INV003964,10,51.22222222222222,AT_RISK
INV003968,6,92.4,AT_RISK
INV003972,6,84.2,AT_RISK
INV003975,8,50.142857142857146,AT_RISK
INV003978,8,68.14285714285714,AT_RISK
INV003979,8,56.0,AT_RISK
INV003981,7,67.66666666666667,AT_RISK
INV003985,6,93.0,AT_RISK
INV003996,6,95.2,AT_RISK
INV004001,8,40.285714285714285,AT_RISK
INV004004,10,40.77777777777778,AT_RISK
INV004005,7,73.66666666666667,AT_RISK
INV004007,7,38.833333333333336,AT_RISK
INV004009,8,62.285714285714285,AT_RISK
INV004014,9,61.875,AT_RISK
INV004015,6,88.0,AT_RISK
INV004017,7,40.5,AT_RISK
INV004023,10,52.0,AT_RISK
INV004037,6,74.6,AT_RISK
INV004038,7,71.66666666666667,AT_RISK
INV004049,6,48.2,AT_RISK
INV004063,8,56.57142857142857,AT_RISK
INV004066,7,75.16666666666667,AT_RISK
INV004069,6,74.0,AT_RISK
INV004070,7,67.66666666666667,AT_RISK
INV004079,7,71.33333333333333,AT_RISK
INV004085,7,68.33333333333333,AT_RISK
INV004091,6,73.6,AT_RISK
INV004094,6,55.8,AT_RISK
INV004098,6,58.2,AT_RISK
INV004099,6,58.8,AT_RISK
INV004106,6,55.8,AT_RISK
INV004112,6,55.2,AT_RISK
INV004116,10,54.888888888888886,AT_RISK
INV004118,6,64.6,AT_RISK
INV004119,6,73.2,AT_RISK
INV004123,6,85.0,AT_RISK
INV004124,6,63.8,AT_RISK
INV004125,9,61.625,AT_RISK
INV004127,6,87.6,AT_RISK
INV004128,6,67.2,AT_RISK
INV004134,6,35.4,AT_RISK
INV004135,10,50.111111111111114,AT_RISK
INV004143,6,97.0,AT_RISK
INV004145,6,66.2,AT_RISK
INV004146,6,88.2,AT_RISK
INV004147,6,72.2,AT_RISK
INV004149,6,50.2,AT_RISK
INV004151,8,63.142857142857146,AT_RISK
INV004153,8,60.0,AT_RISK
INV004154,12,46.72727272727273,AT_RISK
INV004172,8,63.0,AT_RISK
INV004174,6,86.6,AT_RISK
INV004175,8,67.85714285714286,AT_RISK
INV004177,8,45.42857142857143,AT_RISK
INV004179,6,71.2,AT_RISK
INV004181,6,93.4,AT_RISK
INV004191,7,77.16666666666667,AT_RISK
INV004196,7,78.33333333333333,AT_RISK
INV004199,6,58.2,AT_RISK
INV004202,9,47.625,AT_RISK
INV004203,8,66.57142857142857,AT_RISK
INV004208,6,73.4,AT_RISK
INV004212,7,69.33333333333333,AT_RISK
INV004216,7,82.0,AT_RISK
INV004228,7,72.33333333333333,AT_RISK
INV004232,6,71.4,AT_RISK
INV004239,8,61.142857142857146,AT_RISK
INV004241,10,53.666666666666664,AT_RISK
INV004243,8,55.714285714285715,AT_RISK
INV004246,7,34.166666666666664,HEALTHY
INV004247,6,87.2,AT_RISK
INV004248,7,42.666666666666664,AT_RISK
INV004258,7,49.666666666666664,AT_RISK
INV004266,7,61.833333333333336,AT_RISK
INV004267,7,53.333333333333336,AT_RISK
INV004270,7,69.66666666666667,AT_RISK
INV004271,6,79.8,AT_RISK
INV004279,8,50.285714285714285,AT_RISK
INV004281,8,41.714285714285715,AT_RISK
INV004282,8,52.857142857142854,AT_RISK
INV004285,7,76.16666666666667,AT_RISK
INV004288,7,72.83333333333333,AT_RISK
INV004289,11,45.9,AT_RISK
INV004293,6,81.8,AT_RISK
INV004295,9,44.75,AT_RISK
INV004296,6,102.2,AT_RISK
INV004297,9,41.875,AT_RISK
INV004299,8,64.14285714285714,AT_RISK
INV004306,7,57.0,AT_RISK
INV004308,7,84.66666666666667,AT_RISK
INV004314,6,83.0,AT_RISK
INV004319,9,60.5,AT_RISK
INV004321,9,42.0,AT_RISK
INV004324,7,77.66666666666667,AT_RISK
INV004326,10,40.111111111111114,AT_RISK
INV004332,8,64.71428571428571,AT_RISK
INV004335,8,64.42857142857143,AT_RISK
INV004338,10,48.888888888888886,AT_RISK
INV004340,6,67.8,AT_RISK
INV004343,6,63.0,AT_RISK
INV004348,6,52.2,AT_RISK
INV004349,7,72.5,AT_RISK
INV004356,6,30.8,HEALTHY
INV004357,8,72.42857142857143,AT_RISK
INV004358,8,45.857142857142854,AT_RISK
INV004361,8,61.57142857142857,AT_RISK
INV004364,6,80.6,AT_RISK
INV004367,6,81.6,AT_RISK
INV004372,6,59.2,AT_RISK
INV004391,6,57.0,AT_RISK
INV004392,6,90.4,AT_RISK
INV004400,8,46.57142857142857,AT_RISK
INV004401,8,69.85714285714286,AT_RISK
INV004403,6,73.6,AT_RISK
INV004410,11,40.9,AT_RISK
INV004411,6,61.0,AT_RISK
INV004412,7,82.33333333333333,AT_RISK
INV004413,8,69.0,AT_RISK
INV004414,8,53.857142857142854,AT_RISK
INV004421,6,90.8,AT_RISK
INV004427,11,50.8,AT_RISK
INV004434,6,84.6,AT_RISK
INV004446,6,65.8,AT_RISK
INV004447,7,49.833333333333336,AT_RISK
INV004450,6,61.6,AT_RISK
INV004451,6,84.0,AT_RISK
INV004452,7,81.0,AT_RISK
INV004454,6,98.4,AT_RISK
INV004455,6,50.0,AT_RISK
INV004457,6,81.4,AT_RISK
INV004459,7,53.833333333333336,AT_RISK
INV004460,9,42.5,AT_RISK
INV004463,6,94.8,AT_RISK
INV004464,7,62.5,AT_RISK
INV004468,7,76.83333333333333,AT_RISK
INV004472,7,50.666666666666664,AT_RISK
INV004473,7,73.33333333333333,AT_RISK
INV004475,7,67.83333333333333,AT_RISK
INV004477,8,58.714285714285715,AT_RISK
INV004484,6,61.6,AT_RISK
INV004502,7,74.5,AT_RISK
INV004504,8,55.142857142857146,AT_RISK
INV004511,6,37.2,AT_RISK
INV004517,6,86.6,AT_RISK
INV004521,7,54.5,AT_RISK
INV004523,6,87.2,AT_RISK
INV004528,7,54.0,AT_RISK
INV004531,8,60.0,AT_RISK
INV004533,7,55.0,AT_RISK
INV004542,7,34.0,HEALTHY
INV004547,7,67.5,AT_RISK
INV004555,8,53.142857142857146,AT_RISK
INV004560,9,48.375,AT_RISK
INV004562,6,83.8,AT_RISK
INV004563,7,64.83333333333333,AT_RISK
INV004574,8,54.57142857142857,AT_RISK
INV004576,6,63.0,AT_RISK
INV004579,8,43.857142857142854,AT_RISK
INV004581,8,72.14285714285714,AT_RISK
INV004589,6,71.4,AT_RISK
INV004594,8,59.142857142857146,AT_RISK
INV004598,6,84.2,AT_RISK
INV004602,9,59.625,AT_RISK
INV004607,8,56.0,AT_RISK
INV004608,8,55.0,AT_RISK
INV004611,7,51.166666666666664,AT_RISK
INV004614,6,79.6,AT_RISK
INV004617,9,39.25,AT_RISK
INV004621,9,54.25,AT_RISK
INV004625,6,96.4,AT_RISK
INV004629,8,64.57142857142857,AT_RISK
INV004630,9,50.625,AT_RISK
INV004631,8,64.71428571428571,AT_RISK
INV004633,7,78.16666666666667,AT_RISK
INV004635,7,58.666666666666664,AT_RISK
INV004636,6,75.6,AT_RISK
INV004638,7,54.333333333333336,AT_RISK
INV004640,7,68.33333333333333,AT_RISK
INV004641,6,67.8,AT_RISK
INV004642,6,54.8,AT_RISK
INV004643,6,50.6,AT_RISK
INV004646,7,64.5,AT_RISK
INV004647,7,70.66666666666667,AT_RISK
INV004650,6,80.8,AT_RISK
INV004661,8,69.71428571428571,AT_RISK
INV004665,6,83.4,AT_RISK
INV004672,7,72.0,AT_RISK
INV004680,7,47.166666666666664,AT_RISK
INV004682,9,42.25,AT_RISK
INV004688,6,77.6,AT_RISK
INV004692,6,83.6,AT_RISK
INV004701,7,20.0,HEALTHY
INV004704,6,93.8,AT_RISK
INV004712,8,48.57142857142857,AT_RISK
INV004715,7,56.833333333333336,AT_RISK
INV004716,7,74.0,AT_RISK
INV004737,10,54.55555555555556,AT_RISK
INV004738,6,93.2,AT_RISK
INV004741,7,72.33333333333333,AT_RISK
INV004753,6,61.4,AT_RISK
INV004755,7,61.166666666666664,AT_RISK
INV004761,6,71.4,AT_RISK
INV004763,7,83.5,AT_RISK
INV004764,6,83.0,AT_RISK
INV004770,8,72.85714285714286,AT_RISK
INV004776,9,57.375,AT_RISK
INV004780,7,69.5,AT_RISK
INV004785,7,66.16666666666667,AT_RISK
INV004787,7,72.33333333333333,AT_RISK
INV004798,7,53.666666666666664,AT_RISK
INV004804,6,79.2,AT_RISK
INV004805,7,44.666666666666664,AT_RISK
INV004807,8,36.857142857142854,AT_RISK
INV004813,6,62.0,AT_RISK
INV004819,7,62.0,AT_RISK
INV004825,7,70.0,AT_RISK
INV004833,6,65.4,AT_RISK
INV004834,9,38.625,AT_RISK
INV004840,7,41.0,AT_RISK
INV004843,8,50.857142857142854,AT_RISK
INV004844,7,66.66666666666667,AT_RISK
INV004845,6,81.8,AT_RISK
INV004847,7,73.5,AT_RISK
INV004848,9,54.125,AT_RISK
INV004860,6,78.4,AT_RISK
INV004863,7,68.0,AT_RISK
INV004864,8,43.285714285714285,AT_RISK
INV004865,7,76.33333333333333,AT_RISK
INV004868,8,56.0,AT_RISK
INV004871,8,69.14285714285714,AT_RISK
INV004877,7,80.5,AT_RISK
INV004889,7,70.66666666666667,AT_RISK
INV004891,8,55.857142857142854,AT_RISK
INV004896,6,79.4,AT_RISK
INV004901,6,54.6,AT_RISK
INV004911,7,63.666666666666664,AT_RISK
INV004913,6,87.0,AT_RISK
INV004916,7,75.5,AT_RISK
INV004917,7,51.0,AT_RISK
INV004924,9,59.75,AT_RISK
INV004925,7,70.83333333333333,AT_RISK
INV004926,8,66.28571428571429,AT_RISK
INV004927,7,34.166666666666664,HEALTHY
INV004947,6,45.0,AT_RISK
INV004953,7,67.16666666666667,AT_RISK
INV004956,8,59.142857142857146,AT_RISK
INV004958,7,73.16666666666667,AT_RISK
INV004959,6,68.6,AT_RISK
INV004967,6,63.2,AT_RISK
INV004973,9,55.0,AT_RISK
INV004974,8,52.42857142857143,AT_RISK
INV004978,7,63.833333333333336,AT_RISK
INV004981,8,49.142857142857146,AT_RISK
INV004983,7,57.666666666666664,AT_RISK
INV004984,7,75.33333333333333,AT_RISK
INV004986,7,81.33333333333333,AT_RISK
INV004992,7,81.5,AT_RISK
INV004996,10,46.333333333333336,AT_RISK
INV004997,7,71.0,AT_RISK
